"row_id","roster","coverage_status","category","brand","model_family","symptom_id","capability_tier","model_source_id","troubleshooting_source_ids","proposed_profile","gap_count","verified_on"
"frigidaire-grfs2853af__will-not-drain","existing-131","unsupported","refrigerator","Frigidaire","GRFS2853AF","will-not-drain","unsupported","frigidaire-grfs2853af-model","","","1","2026-08-28"
"frigidaire-grfs2853af__door-will-not-close","existing-131","candidate","refrigerator","Frigidaire","GRFS2853AF","door-will-not-close","guided-checks","frigidaire-grfs2853af-model","frigidaire-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"frigidaire-grfs2853af__slow-water-flow","existing-131","implemented","refrigerator","Frigidaire","GRFS2853AF","slow-water-flow","guided-checks","frigidaire-grfs2853af-model","exp-frigidaire-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"frigidaire-frfs2823as__will-not-drain","existing-131","unsupported","refrigerator","Frigidaire","FRFS2823AS","will-not-drain","unsupported","frigidaire-frfs2823as-model","","","1","2026-08-28"
"frigidaire-frfs2823as__door-will-not-close","existing-131","candidate","refrigerator","Frigidaire","FRFS2823AS","door-will-not-close","guided-checks","frigidaire-frfs2823as-model","frigidaire-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"frigidaire-frfs2823as__slow-water-flow","existing-131","implemented","refrigerator","Frigidaire","FRFS2823AS","slow-water-flow","guided-checks","frigidaire-frfs2823as-model","exp-frigidaire-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"frigidaire-grss2652af__will-not-drain","existing-131","unsupported","refrigerator","Frigidaire","GRSS2652AF","will-not-drain","unsupported","frigidaire-grss2652af-model","","","1","2026-08-28"
"frigidaire-grss2652af__door-will-not-close","existing-131","candidate","refrigerator","Frigidaire","GRSS2652AF","door-will-not-close","guided-checks","frigidaire-grss2652af-model","frigidaire-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"frigidaire-grss2652af__slow-water-flow","existing-131","implemented","refrigerator","Frigidaire","GRSS2652AF","slow-water-flow","guided-checks","frigidaire-grss2652af-model","exp-frigidaire-side-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"electrolux-ermc2295as__will-not-drain","existing-131","unsupported","refrigerator","Electrolux","ERMC2295AS","will-not-drain","unsupported","electrolux-ermc2295as-model","","","1","2026-08-28"
"electrolux-ermc2295as__door-will-not-close","existing-131","candidate","refrigerator","Electrolux","ERMC2295AS","door-will-not-close","guided-checks","electrolux-ermc2295as-model","electrolux-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"electrolux-ermc2295as__slow-water-flow","existing-131","implemented","refrigerator","Electrolux","ERMC2295AS","slow-water-flow","guided-checks","electrolux-ermc2295as-model","exp-electrolux-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"bosch-b36ct80sns01__will-not-drain","existing-131","unsupported","refrigerator","Bosch","B36CT80SNS/01","will-not-drain","unsupported","bosch-b36ct80sns01-model","","","1","2026-08-28"
"bosch-b36ct80sns01__door-will-not-close","existing-131","candidate","refrigerator","Bosch","B36CT80SNS/01","door-will-not-close","guided-checks","bosch-b36ct80sns01-model","bosch-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"bosch-b36ct80sns01__slow-water-flow","existing-131","implemented","refrigerator","Bosch","B36CT80SNS/01","slow-water-flow","guided-checks","bosch-b36ct80sns01-model","exp-bosch-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"bosch-b36cd50sns01__will-not-drain","existing-131","unsupported","refrigerator","Bosch","B36CD50SNS/01","will-not-drain","unsupported","bosch-b36cd50sns01-model","","","1","2026-08-28"
"bosch-b36cd50sns01__door-will-not-close","existing-131","candidate","refrigerator","Bosch","B36CD50SNS/01","door-will-not-close","guided-checks","bosch-b36cd50sns01-model","bosch-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"bosch-b36cd50sns01__slow-water-flow","existing-131","implemented","refrigerator","Bosch","B36CD50SNS/01","slow-water-flow","guided-checks","bosch-b36cd50sns01-model","exp-bosch-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"bosch-b36fd50sns01__will-not-drain","existing-131","unsupported","refrigerator","Bosch","B36FD50SNS/01","will-not-drain","unsupported","bosch-b36fd50sns01-model","","","1","2026-08-28"
"bosch-b36fd50sns01__door-will-not-close","existing-131","candidate","refrigerator","Bosch","B36FD50SNS/01","door-will-not-close","guided-checks","bosch-b36fd50sns01-model","bosch-refrigerator-door","refrigerator-door-closure-observation","2","2026-08-28"
"bosch-b36fd50sns01__slow-water-flow","existing-131","implemented","refrigerator","Bosch","B36FD50SNS/01","slow-water-flow","guided-checks","bosch-b36fd50sns01-model","exp-bosch-refrigerator-water","refrigerator-water-filter","0","2026-08-28"
"ge-gdt550pyrfs__will-not-drain","existing-131","implemented","dishwasher","GE","GDT550PYRFS","will-not-drain","guided-checks","ge-gdt550pyrfs-model","exp-ge-dishwasher-drain","dishwasher-drain","0","2026-08-28"
"ge-gdt550pyrfs__door-will-not-close","existing-131","candidate","dishwasher","GE","GDT550PYRFS","door-will-not-close","guided-checks","ge-gdt550pyrfs-model","ge-dishwasher-door","dishwasher-door-closure-observation","2","2026-08-28"
"ge-gdt550pyrfs__slow-water-flow","existing-131","unsupported","dishwasher","GE","GDT550PYRFS","slow-water-flow","unsupported","ge-gdt550pyrfs-model","","","1","2026-08-28"
"hotpoint-hdf310pgrww__will-not-drain","existing-131","implemented","dishwasher","Hotpoint","HDF310PGRWW","will-not-drain","guided-checks","hotpoint-hdf310pgrww-model","exp-hotpoint-dishwasher-drain","dishwasher-drain","0","2026-08-28"
"hotpoint-hdf310pgrww__door-will-not-close","existing-131","unsupported","dishwasher","Hotpoint","HDF310PGRWW","door-will-not-close","unsupported","hotpoint-hdf310pgrww-model","","","1","2026-08-28"
"hotpoint-hdf310pgrww__slow-water-flow","existing-131","unsupported","dishwasher","Hotpoint","HDF310PGRWW","slow-water-flow","unsupported","hotpoint-hdf310pgrww-model","","","1","2026-08-28"
"ge-gdt225sslss__will-not-drain","existing-131","implemented","dishwasher","GE","GDT225SSLSS","will-not-drain","guided-checks","ge-gdt225sslss-model","exp-ge-dishwasher-drain","dishwasher-drain","0","2026-08-28"
"ge-gdt225sslss__door-will-not-close","existing-131","candidate","dishwasher","GE","GDT225SSLSS","door-will-not-close","guided-checks","ge-gdt225sslss-model","ge-dishwasher-door","dishwasher-door-closure-observation","2","2026-08-28"
"ge-gdt225sslss__slow-water-flow","existing-131","unsupported","dishwasher","GE","GDT225SSLSS","slow-water-flow","unsupported","ge-gdt225sslss-model","","","1","2026-08-28"
"whirlpool-wdt730hamz__will-not-drain","existing-131","implemented","dishwasher","Whirlpool","WDT730HAMZ","will-not-drain","purchase-ready","whirlpool-wdt730hamz-model","exp-whirlpool-dishwasher-drain","dishwasher-drain","0","2026-08-28"
"whirlpool-wdt730hamz__door-will-not-close","existing-131","candidate","dishwasher","Whirlpool","WDT730HAMZ","door-will-not-close","guided-checks","whirlpool-wdt730hamz-model","whirlpool-dishwasher-door","dishwasher-door-closure-observation","2","2026-08-28"
"whirlpool-wdt730hamz__slow-water-flow","existing-131","unsupported","dishwasher","Whirlpool","WDT730HAMZ","slow-water-flow","unsupported","whirlpool-wdt730hamz-model","","","1","2026-08-28"
"whirlpool-wdf331pams__will-not-drain","existing-131","implemented","dishwasher","Whirlpool","WDF331PAMS","will-not-drain","guided-checks","whirlpool-wdf331pams-model","exp-whirlpool-dishwasher-drain","dishwasher-drain","0","2026-08-28"
"whirlpool-wdf331pams__door-will-not-close","existing-131","candidate","dishwasher","Whirlpool","WDF331PAMS","door-will-not-close","guided-checks","whirlpool-wdf331pams-model","whirlpool-dishwasher-door","dishwasher-door-closure-observation","2","2026-08-28"
"whirlpool-wdf331pams__slow-water-flow","existing-131","unsupported","dishwasher","Whirlpool","WDF331PAMS","slow-water-flow","unsupported","whirlpool-wdf331pams-model","","","1","2026-08-28"
"maytag-mdb4949skz__will-not-drain","existing-131","implemented","dishwasher","Maytag","MDB4949SKZ","will-not-drain","purchase-ready","maytag-mdb4949skz-model","exp-maytag-dishwasher-drain","dishwasher-drain","0","2026-08-28"
"maytag-mdb4949skz__door-will-not-close","existing-131","unsupported","dishwasher","Maytag","MDB4949SKZ","door-will-not-close","unsupported","maytag-mdb4949skz-model","","","1","2026-08-28"
"maytag-mdb4949skz__slow-water-flow","existing-131","unsupported","dishwasher","Maytag","MDB4949SKZ","slow-water-flow","unsupported","maytag-mdb4949skz-model","","","1","2026-08-28"
"kitchenaid-kdfe204kps__will-not-drain","existing-131","implemented","dishwasher","KitchenAid","KDFE204KPS","will-not-drain","purchase-ready","kitchenaid-kdfe204kps-model","exp-kitchenaid-dishwasher-drain","dishwasher-drain","0","2026-08-28"
"kitchenaid-kdfe204kps__door-will-not-close","existing-131","candidate","dishwasher","KitchenAid","KDFE204KPS","door-will-not-close","guided-checks","kitchenaid-kdfe204kps-model","kitchenaid-dishwasher-door","dishwasher-door-closure-observation","2","2026-08-28"
"kitchenaid-kdfe204kps__slow-water-flow","existing-131","unsupported","dishwasher","KitchenAid","KDFE204KPS","slow-water-flow","unsupported","kitchenaid-kdfe204kps-model","","","1","2026-08-28"
"samsung-dw80r2031usaa__will-not-drain","existing-131","implemented","dishwasher","Samsung","DW80R2031US/AA","will-not-drain","guided-checks","samsung-dw80r2031usaa-model","exp-samsung-dishwasher-drain","dishwasher-drain","0","2026-08-28"
"samsung-dw80r2031usaa__door-will-not-close","existing-131","candidate","dishwasher","Samsung","DW80R2031US/AA","door-will-not-close","guided-checks","samsung-dw80r2031usaa-model","samsung-dishwasher-door","dishwasher-door-closure-observation","2","2026-08-28"
"samsung-dw80r2031usaa__slow-water-flow","existing-131","unsupported","dishwasher","Samsung","DW80R2031US/AA","slow-water-flow","unsupported","samsung-dw80r2031usaa-model","","","1","2026-08-28"
"samsung-dw80b6060usaa__will-not-drain","existing-131","implemented","dishwasher","Samsung","DW80B6060US/AA","will-not-drain","guided-checks","samsung-dw80b6060usaa-model","exp-samsung-dishwasher-drain","dishwasher-drain","0","2026-08-28"
"samsung-dw80b6060usaa__door-will-not-close","existing-131","candidate","dishwasher","Samsung","DW80B6060US/AA","door-will-not-close","guided-checks","samsung-dw80b6060usaa-model","samsung-dishwasher-door","dishwasher-door-closure-observation","2","2026-08-28"
"samsung-dw80b6060usaa__slow-water-flow","existing-131","unsupported","dishwasher","Samsung","DW80B6060US/AA","slow-water-flow","unsupported","samsung-dw80b6060usaa-model","","","1","2026-08-28"
"lg-ldfn3432t__will-not-drain","existing-131","implemented","dishwasher","LG","LDFN3432T","will-not-drain","guided-checks","lg-ldfn3432t-model","exp-lg-dishwasher-drain","dishwasher-drain","0","2026-08-28"
"lg-ldfn3432t__door-will-not-close","existing-131","unsupported","dishwasher","LG","LDFN3432T","door-will-not-close","unsupported","lg-ldfn3432t-model","","","1","2026-08-28"
"lg-ldfn3432t__slow-water-flow","existing-131","unsupported","dishwasher","LG","LDFN3432T","slow-water-flow","unsupported","lg-ldfn3432t-model","","","1","2026-08-28"
"lg-ldth7972s__will-not-drain","existing-131","implemented","dishwasher","LG","LDTH7972S","will-not-drain","guided-checks","lg-ldth7972s-model","exp-lg-dishwasher-drain","dishwasher-drain","0","2026-08-28"
"lg-ldth7972s__door-will-not-close","existing-131","unsupported","dishwasher","LG","LDTH7972S","door-will-not-close","unsupported","lg-ldth7972s-model","","","1","2026-08-28"
"lg-ldth7972s__slow-water-flow","existing-131","unsupported","dishwasher","LG","LDTH7972S","slow-water-flow","unsupported","lg-ldth7972s-model","","","1","2026-08-28"
"frigidaire-fdpc4314as__will-not-drain","existing-131","implemented","dishwasher","Frigidaire","FDPC4314AS","will-not-drain","guided-checks","frigidaire-fdpc4314as-model","exp-frigidaire-dishwasher-drain","dishwasher-drain","0","2026-08-28"
"frigidaire-fdpc4314as__door-will-not-close","existing-131","candidate","dishwasher","Frigidaire","FDPC4314AS","door-will-not-close","guided-checks","frigidaire-fdpc4314as-model","frigidaire-dishwasher-door","dishwasher-door-closure-observation","2","2026-08-28"
"frigidaire-fdpc4314as__slow-water-flow","existing-131","unsupported","dishwasher","Frigidaire","FDPC4314AS","slow-water-flow","unsupported","frigidaire-fdpc4314as-model","","","1","2026-08-28"
"electrolux-edsh4944as__will-not-drain","existing-131","implemented","dishwasher","Electrolux","EDSH4944AS","will-not-drain","guided-checks","electrolux-edsh4944as-model","exp-electrolux-dishwasher-drain","dishwasher-drain","0","2026-08-28"
"electrolux-edsh4944as__door-will-not-close","existing-131","unsupported","dishwasher","Electrolux","EDSH4944AS","door-will-not-close","unsupported","electrolux-edsh4944as-model","","","1","2026-08-28"
"electrolux-edsh4944as__slow-water-flow","existing-131","unsupported","dishwasher","Electrolux","EDSH4944AS","slow-water-flow","unsupported","electrolux-edsh4944as-model","","","1","2026-08-28"
"bosch-shx78cm5n01__will-not-drain","existing-131","implemented","dishwasher","Bosch","SHX78CM5N/01","will-not-drain","guided-checks","bosch-shx78cm5n01-model","exp-bosch-dishwasher-drain","dishwasher-drain","0","2026-08-28"
"bosch-shx78cm5n01__door-will-not-close","existing-131","candidate","dishwasher","Bosch","SHX78CM5N/01","door-will-not-close","guided-checks","bosch-shx78cm5n01-model","bosch-dishwasher-door","dishwasher-door-closure-observation","2","2026-08-28"
"bosch-shx78cm5n01__slow-water-flow","existing-131","unsupported","dishwasher","Bosch","SHX78CM5N/01","slow-water-flow","unsupported","bosch-shx78cm5n01-model","","","1","2026-08-28"
"bosch-shp65cm5n24__will-not-drain","existing-131","implemented","dishwasher","Bosch","SHP65CM5N/24","will-not-drain","guided-checks","bosch-shp65cm5n24-model","exp-bosch-dishwasher-drain","dishwasher-drain","0","2026-08-28"
"bosch-shp65cm5n24__door-will-not-close","existing-131","candidate","dishwasher","Bosch","SHP65CM5N/24","door-will-not-close","guided-checks","bosch-shp65cm5n24-model","bosch-dishwasher-door","dishwasher-door-closure-observation","2","2026-08-28"
"bosch-shp65cm5n24__slow-water-flow","existing-131","unsupported","dishwasher","Bosch","SHP65CM5N/24","slow-water-flow","unsupported","bosch-shp65cm5n24-model","","","1","2026-08-28"
"bosch-she53b75uc75__will-not-drain","existing-131","implemented","dishwasher","Bosch","SHE53B75UC/75","will-not-drain","guided-checks","bosch-she53b75uc75-model","exp-bosch-dishwasher-drain","dishwasher-drain","0","2026-08-28"
"bosch-she53b75uc75__door-will-not-close","existing-131","candidate","dishwasher","Bosch","SHE53B75UC/75","door-will-not-close","guided-checks","bosch-she53b75uc75-model","bosch-dishwasher-door","dishwasher-door-closure-observation","2","2026-08-28"
"bosch-she53b75uc75__slow-water-flow","existing-131","unsupported","dishwasher","Bosch","SHE53B75UC/75","slow-water-flow","unsupported","bosch-she53b75uc75-model","","","1","2026-08-28"
"ge-gfd55essnww__will-not-drain","existing-131","unsupported","dryer","GE","GFD55ESSNWW","will-not-drain","unsupported","ge-gfd55essnww-model","","","1","2026-08-28"
"ge-gfd55essnww__door-will-not-close","existing-131","implemented","dryer","GE","GFD55ESSNWW","door-will-not-close","purchase-ready","ge-gfd55essnww-model","exp-ge-dryer-start","dryer-door-strike","0","2026-08-28"
"ge-gfd55essnww__slow-water-flow","existing-131","unsupported","dryer","GE","GFD55ESSNWW","slow-water-flow","unsupported","ge-gfd55essnww-model","","","1","2026-08-28"
"ge-ptd70ebstws__will-not-drain","existing-131","unsupported","dryer","GE","PTD70EBSTWS","will-not-drain","unsupported","ge-ptd70ebstws-model","","","1","2026-08-28"
"ge-ptd70ebstws__door-will-not-close","existing-131","implemented","dryer","GE","PTD70EBSTWS","door-will-not-close","guided-checks","ge-ptd70ebstws-model","exp-ge-dryer-start","dryer-door-strike","0","2026-08-28"
"ge-ptd70ebstws__slow-water-flow","existing-131","unsupported","dryer","GE","PTD70EBSTWS","slow-water-flow","unsupported","ge-ptd70ebstws-model","","","1","2026-08-28"
"ge-gtx33easkww__will-not-drain","existing-131","unsupported","dryer","GE","GTX33EASKWW","will-not-drain","unsupported","ge-gtx33easkww-model","","","1","2026-08-28"
"ge-gtx33easkww__door-will-not-close","existing-131","implemented","dryer","GE","GTX33EASKWW","door-will-not-close","guided-checks","ge-gtx33easkww-model","exp-ge-dryer-start","dryer-door-strike","0","2026-08-28"
"ge-gtx33easkww__slow-water-flow","existing-131","unsupported","dryer","GE","GTX33EASKWW","slow-water-flow","unsupported","ge-gtx33easkww-model","","","1","2026-08-28"
"hotpoint-htx26easwww__will-not-drain","existing-131","unsupported","dryer","Hotpoint","HTX26EASWWW","will-not-drain","unsupported","hotpoint-htx26easwww-model","","","1","2026-08-28"
"hotpoint-htx26easwww__door-will-not-close","existing-131","implemented","dryer","Hotpoint","HTX26EASWWW","door-will-not-close","guided-checks","hotpoint-htx26easwww-model","exp-hotpoint-dryer-start","dryer-door-strike","0","2026-08-28"
"hotpoint-htx26easwww__slow-water-flow","existing-131","unsupported","dryer","Hotpoint","HTX26EASWWW","slow-water-flow","unsupported","hotpoint-htx26easwww-model","","","1","2026-08-28"
"whirlpool-wed4815ew__will-not-drain","existing-131","unsupported","dryer","Whirlpool","WED4815EW","will-not-drain","unsupported","whirlpool-wed4815ew-model","","","1","2026-08-28"
"whirlpool-wed4815ew__door-will-not-close","existing-131","implemented","dryer","Whirlpool","WED4815EW","door-will-not-close","purchase-ready","whirlpool-wed4815ew-model","exp-whirlpool-dryer-start","dryer-door-strike","0","2026-08-28"
"whirlpool-wed4815ew__slow-water-flow","existing-131","unsupported","dryer","Whirlpool","WED4815EW","slow-water-flow","unsupported","whirlpool-wed4815ew-model","","","1","2026-08-28"
"whirlpool-wed5050lw__will-not-drain","existing-131","unsupported","dryer","Whirlpool","WED5050LW","will-not-drain","unsupported","whirlpool-wed5050lw-model","","","1","2026-08-28"
"whirlpool-wed5050lw__door-will-not-close","existing-131","implemented","dryer","Whirlpool","WED5050LW","door-will-not-close","purchase-ready","whirlpool-wed5050lw-model","exp-whirlpool-dryer-start","dryer-door-strike","0","2026-08-28"
"whirlpool-wed5050lw__slow-water-flow","existing-131","unsupported","dryer","Whirlpool","WED5050LW","slow-water-flow","unsupported","whirlpool-wed5050lw-model","","","1","2026-08-28"
"maytag-med6230hw__will-not-drain","existing-131","unsupported","dryer","Maytag","MED6230HW","will-not-drain","unsupported","maytag-med6230hw-model","","","1","2026-08-28"
"maytag-med6230hw__door-will-not-close","existing-131","implemented","dryer","Maytag","MED6230HW","door-will-not-close","guided-checks","maytag-med6230hw-model","exp-maytag-dryer-start","dryer-door-strike","0","2026-08-28"
"maytag-med6230hw__slow-water-flow","existing-131","unsupported","dryer","Maytag","MED6230HW","slow-water-flow","unsupported","maytag-med6230hw-model","","","1","2026-08-28"
"maytag-med7230hw__will-not-drain","existing-131","unsupported","dryer","Maytag","MED7230HW","will-not-drain","unsupported","maytag-med7230hw-model","","","1","2026-08-28"
"maytag-med7230hw__door-will-not-close","existing-131","implemented","dryer","Maytag","MED7230HW","door-will-not-close","guided-checks","maytag-med7230hw-model","exp-maytag-dryer-start","dryer-door-strike","0","2026-08-28"
"maytag-med7230hw__slow-water-flow","existing-131","unsupported","dryer","Maytag","MED7230HW","slow-water-flow","unsupported","maytag-med7230hw-model","","","1","2026-08-28"
"amana-ned5800hw__will-not-drain","existing-131","unsupported","dryer","Amana","NED5800HW","will-not-drain","unsupported","amana-ned5800hw-model","","","1","2026-08-28"
"amana-ned5800hw__door-will-not-close","existing-131","implemented","dryer","Amana","NED5800HW","door-will-not-close","guided-checks","amana-ned5800hw-model","exp-amana-dryer-start","dryer-door-strike","0","2026-08-28"
"amana-ned5800hw__slow-water-flow","existing-131","unsupported","dryer","Amana","NED5800HW","slow-water-flow","unsupported","amana-ned5800hw-model","","","1","2026-08-28"
"samsung-dve50t5300ca3__will-not-drain","existing-131","unsupported","dryer","Samsung","DVE50T5300C/A3","will-not-drain","unsupported","samsung-dve50t5300ca3-model","","","1","2026-08-28"
"samsung-dve50t5300ca3__door-will-not-close","existing-131","implemented","dryer","Samsung","DVE50T5300C/A3","door-will-not-close","guided-checks","samsung-dve50t5300ca3-model","exp-samsung-dryer-door","dryer-door-strike","0","2026-08-28"
"samsung-dve50t5300ca3__slow-water-flow","existing-131","unsupported","dryer","Samsung","DVE50T5300C/A3","slow-water-flow","unsupported","samsung-dve50t5300ca3-model","","","1","2026-08-28"
"samsung-dve45b6300pa3__will-not-drain","existing-131","unsupported","dryer","Samsung","DVE45B6300P/A3","will-not-drain","unsupported","samsung-dve45b6300pa3-model","","","1","2026-08-28"
"samsung-dve45b6300pa3__door-will-not-close","existing-131","implemented","dryer","Samsung","DVE45B6300P/A3","door-will-not-close","guided-checks","samsung-dve45b6300pa3-model","exp-samsung-dryer-door","dryer-door-strike","0","2026-08-28"
"samsung-dve45b6300pa3__slow-water-flow","existing-131","unsupported","dryer","Samsung","DVE45B6300P/A3","slow-water-flow","unsupported","samsung-dve45b6300pa3-model","","","1","2026-08-28"
"lg-dle6100w__will-not-drain","existing-131","unsupported","dryer","LG","DLE6100W","will-not-drain","unsupported","lg-dle6100w-model","","","1","2026-08-28"
"lg-dle6100w__door-will-not-close","existing-131","implemented","dryer","LG","DLE6100W","door-will-not-close","guided-checks","lg-dle6100w-model","exp-lg-dryer-door","dryer-door-strike","0","2026-08-28"
"lg-dle6100w__slow-water-flow","existing-131","unsupported","dryer","LG","DLE6100W","slow-water-flow","unsupported","lg-dle6100w-model","","","1","2026-08-28"
"lg-dlex4000w__will-not-drain","existing-131","unsupported","dryer","LG","DLEX4000W","will-not-drain","unsupported","lg-dlex4000w-model","","","1","2026-08-28"
"lg-dlex4000w__door-will-not-close","existing-131","implemented","dryer","LG","DLEX4000W","door-will-not-close","guided-checks","lg-dlex4000w-model","exp-lg-dryer-door","dryer-door-strike","0","2026-08-28"
"lg-dlex4000w__slow-water-flow","existing-131","unsupported","dryer","LG","DLEX4000W","slow-water-flow","unsupported","lg-dlex4000w-model","","","1","2026-08-28"
"electrolux-elfe7337aw__will-not-drain","existing-131","unsupported","dryer","Electrolux","ELFE7337AW","will-not-drain","unsupported","electrolux-elfe7337aw-model","","","1","2026-08-28"
"electrolux-elfe7337aw__door-will-not-close","existing-131","implemented","dryer","Electrolux","ELFE7337AW","door-will-not-close","guided-checks","electrolux-elfe7337aw-model","exp-electrolux-dryer-start","dryer-door-strike","0","2026-08-28"
"electrolux-elfe7337aw__slow-water-flow","existing-131","unsupported","dryer","Electrolux","ELFE7337AW","slow-water-flow","unsupported","electrolux-elfe7337aw-model","","","1","2026-08-28"
"frigidaire-flve7000aw__will-not-drain","existing-131","unsupported","dryer","Frigidaire","FLVE7000AW","will-not-drain","unsupported","frigidaire-flve7000aw-model","","","1","2026-08-28"
"frigidaire-flve7000aw__door-will-not-close","existing-131","implemented","dryer","Frigidaire","FLVE7000AW","door-will-not-close","guided-checks","frigidaire-flve7000aw-model","exp-frigidaire-dryer-start","dryer-door-strike","0","2026-08-28"
"frigidaire-flve7000aw__slow-water-flow","existing-131","unsupported","dryer","Frigidaire","FLVE7000AW","slow-water-flow","unsupported","frigidaire-flve7000aw-model","","","1","2026-08-28"
"bosch-wtg86403uc01__will-not-drain","existing-131","unsupported","dryer","Bosch","WTG86403UC/01","will-not-drain","unsupported","bosch-wtg86403uc01-model","","","1","2026-08-28"
"bosch-wtg86403uc01__door-will-not-close","existing-131","implemented","dryer","Bosch","WTG86403UC/01","door-will-not-close","guided-checks","bosch-wtg86403uc01-model","exp-bosch-compact-dryer-support","dryer-door-strike","0","2026-08-28"
"bosch-wtg86403uc01__slow-water-flow","existing-131","unsupported","dryer","Bosch","WTG86403UC/01","slow-water-flow","unsupported","bosch-wtg86403uc01-model","","","1","2026-08-28"
"lg-wm4000hba__will-not-drain","recommended-addition","candidate","washer","LG","WM4000HBA","will-not-drain","guided-checks","lg-wm4000hba-model","lg-wm4000hba-current-1","washer-will-not-drain-existing-conservative-profile","2","2026-08-28"
"lg-wm4000hba__door-will-not-close","recommended-addition","candidate","washer","LG","WM4000HBA","door-will-not-close","guided-checks","lg-wm4000hba-model","lg-front-washer-door","washer-door-closure-observation","2","2026-08-28"
"lg-wm4000hba__slow-water-flow","recommended-addition","unsupported","washer","LG","WM4000HBA","slow-water-flow","unsupported","lg-wm4000hba-model","","","1","2026-08-28"
"ge-gtw325aswww__will-not-drain","recommended-addition","candidate","washer","GE","GTW325ASWWW","will-not-drain","guided-checks","ge-gtw325aswww-model","ge-gtw325aswww-current-1","washer-will-not-drain-existing-conservative-profile","2","2026-08-28"
"ge-gtw325aswww__door-will-not-close","recommended-addition","unsupported","washer","GE","GTW325ASWWW","door-will-not-close","unsupported","ge-gtw325aswww-model","","","1","2026-08-28"
"ge-gtw325aswww__slow-water-flow","recommended-addition","unsupported","washer","GE","GTW325ASWWW","slow-water-flow","unsupported","ge-gtw325aswww-model","","","1","2026-08-28"
"bosch-shp78cm5n34__will-not-drain","recommended-addition","candidate","dishwasher","Bosch","SHP78CM5N/34","will-not-drain","guided-checks","bosch-shp78cm5n34-model","bosch-shp78cm5n34-current-1","dishwasher-will-not-drain-existing-conservative-profile","2","2026-08-28"
"bosch-shp78cm5n34__door-will-not-close","recommended-addition","candidate","dishwasher","Bosch","SHP78CM5N/34","door-will-not-close","guided-checks","bosch-shp78cm5n34-model","bosch-dishwasher-door","dishwasher-door-closure-observation","2","2026-08-28"
"bosch-shp78cm5n34__slow-water-flow","recommended-addition","unsupported","dishwasher","Bosch","SHP78CM5N/34","slow-water-flow","unsupported","bosch-shp78cm5n34-model","","","1","2026-08-28"
"samsung-dw80cg5450sr-aa__will-not-drain","recommended-addition","candidate","dishwasher","Samsung","DW80CG5450SR/AA","will-not-drain","guided-checks","samsung-dw80cg5450sr-aa-model","samsung-dw80cg5450sr-aa-current-1","dishwasher-will-not-drain-existing-conservative-profile","2","2026-08-28"
"samsung-dw80cg5450sr-aa__door-will-not-close","recommended-addition","candidate","dishwasher","Samsung","DW80CG5450SR/AA","door-will-not-close","guided-checks","samsung-dw80cg5450sr-aa-model","samsung-dishwasher-door","dishwasher-door-closure-observation","2","2026-08-28"
"samsung-dw80cg5450sr-aa__slow-water-flow","recommended-addition","unsupported","dishwasher","Samsung","DW80CG5450SR/AA","slow-water-flow","unsupported","samsung-dw80cg5450sr-aa-model","","","1","2026-08-28"
"lg-dle7000w__will-not-drain","recommended-addition","unsupported","dryer","LG","DLE7000W","will-not-drain","unsupported","lg-dle7000w-model","","","1","2026-08-28"
"lg-dle7000w__door-will-not-close","recommended-addition","candidate","dryer","LG","DLE7000W","door-will-not-close","guided-checks","lg-dle7000w-model","lg-dle7000w-current-1","dryer-door-will-not-close-existing-conservative-profile","2","2026-08-28"
"lg-dle7000w__slow-water-flow","recommended-addition","unsupported","dryer","LG","DLE7000W","slow-water-flow","unsupported","lg-dle7000w-model","","","1","2026-08-28"
"ge-gtd38easwws__will-not-drain","recommended-addition","unsupported","dryer","GE","GTD38EASWWS","will-not-drain","unsupported","ge-gtd38easwws-model","","","1","2026-08-28"
"ge-gtd38easwws__door-will-not-close","recommended-addition","candidate","dryer","GE","GTD38EASWWS","door-will-not-close","guided-checks","ge-gtd38easwws-model","ge-gtd38easwws-current-1","dryer-door-will-not-close-existing-conservative-profile","2","2026-08-28"
"ge-gtd38easwws__slow-water-flow","recommended-addition","unsupported","dryer","GE","GTD38EASWWS","slow-water-flow","unsupported","ge-gtd38easwws-model","","","1","2026-08-28"
"whirlpool-wrs321sdhz08__will-not-drain","recommended-addition","unsupported","refrigerator","Whirlpool","WRS321SDHZ","will-not-drain","unsupported","whirlpool-wrs321sdhz08-model","","","1","2026-08-28"
